[2024-09-11T08:00:33.193+0000] {logging_mixin.py:190} WARNING - 36.2%
[2024-09-11T08:00:33.197+0000] {logging_mixin.py:190} WARNING - 36.3%
[2024-09-11T08:00:33.208+0000] {logging_mixin.py:190} WARNING - 36.4%
[2024-09-11T08:00:33.239+0000] {logging_mixin.py:190} WARNING - 36.6%
[2024-09-11T08:00:33.243+0000] {logging_mixin.py:190} WARNING - 36.7%
[2024-09-11T08:00:33.279+0000] {logging_mixin.py:190} WARNING - 36.8%
[2024-09-11T08:00:33.281+0000] {logging_mixin.py:190} WARNING - 36.9%
[2024-09-11T08:00:33.284+0000] {logging_mixin.py:190} WARNING - 37.1%
[2024-09-11T08:00:33.288+0000] {logging_mixin.py:190} WARNING - 37.2%
[2024-09-11T08:00:33.299+0000] {logging_mixin.py:190} WARNING - 37.3%
[2024-09-11T08:00:33.311+0000] {logging_mixin.py:190} WARNING - 37.5%
[2024-09-11T08:00:33.323+0000] {logging_mixin.py:190} WARNING - 37.6%
[2024-09-11T08:00:33.330+0000] {logging_mixin.py:190} WARNING - 37.7%
[2024-09-11T08:00:33.345+0000] {logging_mixin.py:190} WARNING - 37.8%
[2024-09-11T08:00:33.358+0000] {logging_mixin.py:190} WARNING - 38.0%
[2024-09-11T08:00:33.369+0000] {logging_mixin.py:190} WARNING - 38.1%
[2024-09-11T08:00:33.376+0000] {logging_mixin.py:190} WARNING - 38.2%
[2024-09-11T08:00:33.388+0000] {logging_mixin.py:190} WARNING - 38.4%
[2024-09-11T08:00:33.400+0000] {logging_mixin.py:190} WARNING - 38.5%
[2024-09-11T08:00:33.435+0000] {logging_mixin.py:190} WARNING - 38.6%
[2024-09-11T08:00:33.438+0000] {logging_mixin.py:190} WARNING - 38.7%
[2024-09-11T08:00:33.441+0000] {logging_mixin.py:190} WARNING - 38.9%
[2024-09-11T08:00:33.445+0000] {logging_mixin.py:190} WARNING - 39.0%
[2024-09-11T08:00:33.452+0000] {logging_mixin.py:190} WARNING - 39.1%
[2024-09-11T08:00:33.464+0000] {logging_mixin.py:190} WARNING - 39.2%
[2024-09-11T08:00:33.478+0000] {logging_mixin.py:190} WARNING - 39.4%
[2024-09-11T08:00:33.490+0000] {logging_mixin.py:190} WARNING - 39.5%
[2024-09-11T08:00:33.497+0000] {logging_mixin.py:190} WARNING - 39.6%
[2024-09-11T08:00:33.510+0000] {logging_mixin.py:190} WARNING - 39.8%
[2024-09-11T08:00:33.520+0000] {logging_mixin.py:190} WARNING - 39.9%
[2024-09-11T08:00:33.532+0000] {logging_mixin.py:190} WARNING - 40.0%
[2024-09-11T08:00:33.543+0000] {logging_mixin.py:190} WARNING - 40.1%
[2024-09-11T08:00:33.569+0000] {logging_mixin.py:190} WARNING - 40.3%
[2024-09-11T08:00:33.572+0000] {logging_mixin.py:190} WARNING - 40.4%
[2024-09-11T08:00:33.576+0000] {logging_mixin.py:190} WARNING - 40.5%
[2024-09-11T08:00:33.588+0000] {logging_mixin.py:190} WARNING - 40.7%
[2024-09-11T08:00:33.597+0000] {logging_mixin.py:190} WARNING - 40.8%
[2024-09-11T08:00:33.608+0000] {logging_mixin.py:190} WARNING - 40.9%
[2024-09-11T08:00:33.620+0000] {logging_mixin.py:190} WARNING - 41.0%
[2024-09-11T08:00:33.630+0000] {logging_mixin.py:190} WARNING - 41.2%
[2024-09-11T08:00:33.642+0000] {logging_mixin.py:190} WARNING - 41.3%
[2024-09-11T08:00:33.654+0000] {logging_mixin.py:190} WARNING - 41.4%
[2024-09-11T08:00:33.664+0000] {logging_mixin.py:190} WARNING - 41.5%
[2024-09-11T08:00:33.675+0000] {logging_mixin.py:190} WARNING - 41.7%
[2024-09-11T08:00:33.686+0000] {logging_mixin.py:190} WARNING - 41.8%
[2024-09-11T08:00:33.697+0000] {logging_mixin.py:190} WARNING - 41.9%
[2024-09-11T08:00:33.707+0000] {logging_mixin.py:190} WARNING - 42.1%
[2024-09-11T08:00:33.717+0000] {logging_mixin.py:190} WARNING - 42.2%
[2024-09-11T08:00:33.730+0000] {logging_mixin.py:190} WARNING - 42.3%
[2024-09-11T08:00:33.741+0000] {logging_mixin.py:190} WARNING - 42.4%
[2024-09-11T08:00:33.753+0000] {logging_mixin.py:190} WARNING - 42.6%
[2024-09-11T08:00:33.763+0000] {logging_mixin.py:190} WARNING - 42.7%
[2024-09-11T08:00:33.775+0000] {logging_mixin.py:190} WARNING - 42.8%
[2024-09-11T08:00:33.785+0000] {logging_mixin.py:190} WARNING - 43.0%
[2024-09-11T08:00:33.798+0000] {logging_mixin.py:190} WARNING - 43.1%
[2024-09-11T08:00:33.807+0000] {logging_mixin.py:190} WARNING - 43.2%
[2024-09-11T08:00:33.818+0000] {logging_mixin.py:190} WARNING - 43.3%
[2024-09-11T08:00:33.829+0000] {logging_mixin.py:190} WARNING - 43.5%
[2024-09-11T08:00:33.842+0000] {logging_mixin.py:190} WARNING - 43.6%
[2024-09-11T08:00:33.855+0000] {logging_mixin.py:190} WARNING - 43.7%
[2024-09-11T08:00:33.863+0000] {logging_mixin.py:190} WARNING - 43.8%
[2024-09-11T08:00:33.875+0000] {logging_mixin.py:190} WARNING - 44.0%
[2024-09-11T08:00:33.886+0000] {logging_mixin.py:190} WARNING - 44.1%
[2024-09-11T08:00:33.898+0000] {logging_mixin.py:190} WARNING - 44.2%
[2024-09-11T08:00:33.906+0000] {logging_mixin.py:190} WARNING - 44.4%
[2024-09-11T08:00:33.918+0000] {logging_mixin.py:190} WARNING - 44.5%
[2024-09-11T08:00:33.928+0000] {logging_mixin.py:190} WARNING - 44.6%
[2024-09-11T08:00:33.941+0000] {logging_mixin.py:190} WARNING - 44.7%
[2024-09-11T08:00:33.951+0000] {logging_mixin.py:190} WARNING - 44.9%
[2024-09-11T08:00:33.961+0000] {logging_mixin.py:190} WARNING - 45.0%
[2024-09-11T08:00:33.975+0000] {logging_mixin.py:190} WARNING - 45.1%
[2024-09-11T08:00:33.985+0000] {logging_mixin.py:190} WARNING - 45.3%
[2024-09-11T08:00:33.996+0000] {logging_mixin.py:190} WARNING - 45.4%
[2024-09-11T08:00:34.007+0000] {logging_mixin.py:190} WARNING - 45.5%
[2024-09-11T08:00:34.018+0000] {logging_mixin.py:190} WARNING - 45.6%
[2024-09-11T08:00:34.029+0000] {logging_mixin.py:190} WARNING - 45.8%
[2024-09-11T08:00:34.039+0000] {logging_mixin.py:190} WARNING - 45.9%
[2024-09-11T08:00:34.052+0000] {logging_mixin.py:190} WARNING - 46.0%
[2024-09-11T08:00:34.065+0000] {logging_mixin.py:190} WARNING - 46.1%
[2024-09-11T08:00:34.074+0000] {logging_mixin.py:190} WARNING - 46.3%
[2024-09-11T08:00:34.084+0000] {logging_mixin.py:190} WARNING - 46.4%
[2024-09-11T08:00:34.096+0000] {logging_mixin.py:190} WARNING - 46.5%
[2024-09-11T08:00:34.108+0000] {logging_mixin.py:190} WARNING - 46.7%
[2024-09-11T08:00:34.118+0000] {logging_mixin.py:190} WARNING - 46.8%
[2024-09-11T08:00:34.129+0000] {logging_mixin.py:190} WARNING - 46.9%
[2024-09-11T08:00:34.140+0000] {logging_mixin.py:190} WARNING - 47.0%
[2024-09-11T08:00:34.153+0000] {logging_mixin.py:190} WARNING - 47.2%
[2024-09-11T08:00:34.162+0000] {logging_mixin.py:190} WARNING - 47.3%
[2024-09-11T08:00:34.172+0000] {logging_mixin.py:190} WARNING - 47.4%
[2024-09-11T08:00:34.185+0000] {logging_mixin.py:190} WARNING - 47.6%
[2024-09-11T08:00:34.196+0000] {logging_mixin.py:190} WARNING - 47.7%
[2024-09-11T08:00:34.207+0000] {logging_mixin.py:190} WARNING - 47.8%
[2024-09-11T08:00:34.220+0000] {logging_mixin.py:190} WARNING - 47.9%
[2024-09-11T08:00:34.229+0000] {logging_mixin.py:190} WARNING - 48.1%
[2024-09-11T08:00:34.239+0000] {logging_mixin.py:190} WARNING - 48.2%
[2024-09-11T08:00:34.253+0000] {logging_mixin.py:190} WARNING - 48.3%
[2024-09-11T08:00:34.261+0000] {logging_mixin.py:190} WARNING - 48.5%
[2024-09-11T08:00:34.272+0000] {logging_mixin.py:190} WARNING - 48.6%
[2024-09-11T08:00:34.285+0000] {logging_mixin.py:190} WARNING - 48.7%
[2024-09-11T08:00:34.301+0000] {logging_mixin.py:190} WARNING - 48.8%
[2024-09-11T08:00:34.305+0000] {logging_mixin.py:190} WARNING - 49.0%
[2024-09-11T08:00:34.316+0000] {logging_mixin.py:190} WARNING - 49.1%
[2024-09-11T08:00:34.328+0000] {logging_mixin.py:190} WARNING - 49.2%
[2024-09-11T08:00:34.338+0000] {logging_mixin.py:190} WARNING - 49.3%
[2024-09-11T08:00:34.353+0000] {logging_mixin.py:190} WARNING - 49.5%
[2024-09-11T08:00:34.363+0000] {logging_mixin.py:190} WARNING - 49.6%
[2024-09-11T08:00:34.373+0000] {logging_mixin.py:190} WARNING - 49.7%
[2024-09-11T08:00:34.384+0000] {logging_mixin.py:190} WARNING - 49.9%
[2024-09-11T08:00:34.394+0000] {logging_mixin.py:190} WARNING - 50.0%
[2024-09-11T08:00:34.408+0000] {logging_mixin.py:190} WARNING - 50.1%
[2024-09-11T08:00:34.417+0000] {logging_mixin.py:190} WARNING - 50.2%
[2024-09-11T08:00:34.427+0000] {logging_mixin.py:190} WARNING - 50.4%
[2024-09-11T08:00:34.439+0000] {logging_mixin.py:190} WARNING - 50.5%
[2024-09-11T08:00:34.450+0000] {logging_mixin.py:190} WARNING - 50.6%
[2024-09-11T08:00:34.461+0000] {logging_mixin.py:190} WARNING - 50.8%
[2024-09-11T08:00:34.473+0000] {logging_mixin.py:190} WARNING - 50.9%
[2024-09-11T08:00:34.485+0000] {logging_mixin.py:190} WARNING - 51.0%
[2024-09-11T08:00:34.495+0000] {logging_mixin.py:190} WARNING - 51.1%
[2024-09-11T08:00:34.507+0000] {logging_mixin.py:190} WARNING - 51.3%
[2024-09-11T08:00:34.517+0000] {logging_mixin.py:190} WARNING - 51.4%
[2024-09-11T08:00:34.531+0000] {logging_mixin.py:190} WARNING - 51.5%
[2024-09-11T08:00:34.541+0000] {logging_mixin.py:190} WARNING - 51.6%
[2024-09-11T08:00:34.551+0000] {logging_mixin.py:190} WARNING - 51.8%
[2024-09-11T08:00:34.563+0000] {logging_mixin.py:190} WARNING - 51.9%
[2024-09-11T08:00:34.573+0000] {logging_mixin.py:190} WARNING - 52.0%
[2024-09-11T08:00:34.586+0000] {logging_mixin.py:190} WARNING - 52.2%
[2024-09-11T08:00:34.597+0000] {logging_mixin.py:190} WARNING - 52.3%
[2024-09-11T08:00:34.608+0000] {logging_mixin.py:190} WARNING - 52.4%
[2024-09-11T08:00:34.618+0000] {logging_mixin.py:190} WARNING - 52.5%
[2024-09-11T08:00:34.630+0000] {logging_mixin.py:190} WARNING - 52.7%
[2024-09-11T08:00:34.642+0000] {logging_mixin.py:190} WARNING - 52.8%
[2024-09-11T08:00:34.650+0000] {logging_mixin.py:190} WARNING - 52.9%
[2024-09-11T08:00:34.661+0000] {logging_mixin.py:190} WARNING - 53.1%
[2024-09-11T08:00:34.674+0000] {logging_mixin.py:190} WARNING - 53.2%
[2024-09-11T08:00:34.684+0000] {logging_mixin.py:190} WARNING - 53.3%
[2024-09-11T08:00:34.696+0000] {logging_mixin.py:190} WARNING - 53.4%
[2024-09-11T08:00:34.707+0000] {logging_mixin.py:190} WARNING - 53.6%
[2024-09-11T08:00:34.717+0000] {logging_mixin.py:190} WARNING - 53.7%
[2024-09-11T08:00:34.730+0000] {logging_mixin.py:190} WARNING - 53.8%
[2024-09-11T08:00:34.739+0000] {logging_mixin.py:190} WARNING - 53.9%
[2024-09-11T08:00:34.751+0000] {logging_mixin.py:190} WARNING - 54.1%
[2024-09-11T08:00:34.762+0000] {logging_mixin.py:190} WARNING - 54.2%
[2024-09-11T08:00:34.773+0000] {logging_mixin.py:190} WARNING - 54.3%
[2024-09-11T08:00:34.785+0000] {logging_mixin.py:190} WARNING - 54.5%
[2024-09-11T08:00:34.797+0000] {logging_mixin.py:190} WARNING - 54.6%
[2024-09-11T08:00:34.806+0000] {logging_mixin.py:190} WARNING - 54.7%
[2024-09-11T08:00:34.816+0000] {logging_mixin.py:190} WARNING - 54.8%
[2024-09-11T08:00:34.830+0000] {logging_mixin.py:190} WARNING - 55.0%
[2024-09-11T08:00:34.839+0000] {logging_mixin.py:190} WARNING - 55.1%
[2024-09-11T08:00:34.850+0000] {logging_mixin.py:190} WARNING - 55.2%
[2024-09-11T08:00:34.863+0000] {logging_mixin.py:190} WARNING - 55.4%
[2024-09-11T08:00:34.873+0000] {logging_mixin.py:190} WARNING - 55.5%
[2024-09-11T08:00:34.884+0000] {logging_mixin.py:190} WARNING - 55.6%
[2024-09-11T08:00:34.898+0000] {logging_mixin.py:190} WARNING - 55.7%
[2024-09-11T08:00:34.908+0000] {logging_mixin.py:190} WARNING - 55.9%
[2024-09-11T08:00:34.919+0000] {logging_mixin.py:190} WARNING - 56.0%
[2024-09-11T08:00:34.927+0000] {logging_mixin.py:190} WARNING - 56.1%
[2024-09-11T08:00:34.941+0000] {logging_mixin.py:190} WARNING - 56.2%
[2024-09-11T08:00:34.949+0000] {logging_mixin.py:190} WARNING - 56.4%
[2024-09-11T08:00:34.961+0000] {logging_mixin.py:190} WARNING - 56.5%
[2024-09-11T08:00:34.972+0000] {logging_mixin.py:190} WARNING - 56.6%
[2024-09-11T08:00:34.985+0000] {logging_mixin.py:190} WARNING - 56.8%
[2024-09-11T08:00:34.995+0000] {logging_mixin.py:190} WARNING - 56.9%
[2024-09-11T08:00:35.007+0000] {logging_mixin.py:190} WARNING - 57.0%
[2024-09-11T08:00:35.019+0000] {logging_mixin.py:190} WARNING - 57.1%
[2024-09-11T08:00:35.028+0000] {logging_mixin.py:190} WARNING - 57.3%
[2024-09-11T08:00:35.041+0000] {logging_mixin.py:190} WARNING - 57.4%
[2024-09-11T08:00:35.049+0000] {logging_mixin.py:190} WARNING - 57.5%
[2024-09-11T08:00:35.060+0000] {logging_mixin.py:190} WARNING - 57.7%
[2024-09-11T08:00:35.073+0000] {logging_mixin.py:190} WARNING - 57.8%
[2024-09-11T08:00:35.082+0000] {logging_mixin.py:190} WARNING - 57.9%
[2024-09-11T08:00:35.092+0000] {logging_mixin.py:190} WARNING - 58.0%
[2024-09-11T08:00:35.107+0000] {logging_mixin.py:190} WARNING - 58.2%
[2024-09-11T08:00:35.116+0000] {logging_mixin.py:190} WARNING - 58.3%
[2024-09-11T08:00:35.128+0000] {logging_mixin.py:190} WARNING - 58.4%
[2024-09-11T08:00:35.140+0000] {logging_mixin.py:190} WARNING - 58.5%
[2024-09-11T08:00:35.148+0000] {logging_mixin.py:190} WARNING - 58.7%
[2024-09-11T08:00:35.161+0000] {logging_mixin.py:190} WARNING - 58.8%
[2024-09-11T08:00:35.170+0000] {logging_mixin.py:190} WARNING - 58.9%
[2024-09-11T08:00:35.182+0000] {logging_mixin.py:190} WARNING - 59.1%
[2024-09-11T08:00:35.194+0000] {logging_mixin.py:190} WARNING - 59.2%
[2024-09-11T08:00:35.206+0000] {logging_mixin.py:190} WARNING - 59.3%
[2024-09-11T08:00:35.216+0000] {logging_mixin.py:190} WARNING - 59.4%
[2024-09-11T08:00:35.227+0000] {logging_mixin.py:190} WARNING - 59.6%
[2024-09-11T08:00:35.237+0000] {logging_mixin.py:190} WARNING - 59.7%
[2024-09-11T08:00:35.249+0000] {logging_mixin.py:190} WARNING - 59.8%
[2024-09-11T08:00:35.260+0000] {logging_mixin.py:190} WARNING - 60.0%
[2024-09-11T08:00:35.273+0000] {logging_mixin.py:190} WARNING - 60.1%
[2024-09-11T08:00:35.287+0000] {logging_mixin.py:190} WARNING - 60.2%
[2024-09-11T08:00:35.293+0000] {logging_mixin.py:190} WARNING - 60.3%
[2024-09-11T08:00:35.305+0000] {logging_mixin.py:190} WARNING - 60.5%
[2024-09-11T08:00:35.318+0000] {logging_mixin.py:190} WARNING - 60.6%
[2024-09-11T08:00:35.329+0000] {logging_mixin.py:190} WARNING - 60.7%
[2024-09-11T08:00:35.338+0000] {logging_mixin.py:190} WARNING - 60.9%
[2024-09-11T08:00:35.349+0000] {logging_mixin.py:190} WARNING - 61.0%
[2024-09-11T08:00:35.360+0000] {logging_mixin.py:190} WARNING - 61.1%
[2024-09-11T08:00:35.373+0000] {logging_mixin.py:190} WARNING - 61.2%
[2024-09-11T08:00:35.382+0000] {logging_mixin.py:190} WARNING - 61.4%
[2024-09-11T08:00:35.394+0000] {logging_mixin.py:190} WARNING - 61.5%
[2024-09-11T08:00:35.406+0000] {logging_mixin.py:190} WARNING - 61.6%
[2024-09-11T08:00:35.416+0000] {logging_mixin.py:190} WARNING - 61.7%
[2024-09-11T08:00:35.426+0000] {logging_mixin.py:190} WARNING - 61.9%
[2024-09-11T08:00:35.438+0000] {logging_mixin.py:190} WARNING - 62.0%
[2024-09-11T08:00:35.452+0000] {logging_mixin.py:190} WARNING - 62.1%
[2024-09-11T08:00:35.459+0000] {logging_mixin.py:190} WARNING - 62.3%
[2024-09-11T08:00:35.469+0000] {logging_mixin.py:190} WARNING - 62.4%
[2024-09-11T08:00:35.481+0000] {logging_mixin.py:190} WARNING - 62.5%
[2024-09-11T08:00:35.491+0000] {logging_mixin.py:190} WARNING - 62.6%
[2024-09-11T08:00:35.507+0000] {logging_mixin.py:190} WARNING - 62.8%
[2024-09-11T08:00:35.519+0000] {logging_mixin.py:190} WARNING - 62.9%
[2024-09-11T08:00:35.530+0000] {logging_mixin.py:190} WARNING - 63.0%
[2024-09-11T08:00:35.544+0000] {logging_mixin.py:190} WARNING - 63.2%
[2024-09-11T08:00:35.552+0000] {logging_mixin.py:190} WARNING - 63.3%
[2024-09-11T08:00:35.565+0000] {logging_mixin.py:190} WARNING - 63.4%
[2024-09-11T08:00:35.577+0000] {logging_mixin.py:190} WARNING - 63.5%
[2024-09-11T08:00:35.587+0000] {logging_mixin.py:190} WARNING - 63.7%
[2024-09-11T08:00:35.599+0000] {logging_mixin.py:190} WARNING - 63.8%
[2024-09-11T08:00:35.609+0000] {logging_mixin.py:190} WARNING - 63.9%
[2024-09-11T08:00:35.622+0000] {logging_mixin.py:190} WARNING - 64.0%
[2024-09-11T08:00:35.630+0000] {logging_mixin.py:190} WARNING - 64.2%
[2024-09-11T08:00:35.642+0000] {logging_mixin.py:190} WARNING - 64.3%
[2024-09-11T08:00:35.654+0000] {logging_mixin.py:190} WARNING - 64.4%
[2024-09-11T08:00:35.664+0000] {logging_mixin.py:190} WARNING - 64.6%
[2024-09-11T08:00:35.676+0000] {logging_mixin.py:190} WARNING - 64.7%
[2024-09-11T08:00:35.685+0000] {logging_mixin.py:190} WARNING - 64.8%
[2024-09-11T08:00:35.696+0000] {logging_mixin.py:190} WARNING - 64.9%
[2024-09-11T08:00:35.707+0000] {logging_mixin.py:190} WARNING - 65.1%
[2024-09-11T08:00:35.719+0000] {logging_mixin.py:190} WARNING - 65.2%
[2024-09-11T08:00:35.731+0000] {logging_mixin.py:190} WARNING - 65.3%
[2024-09-11T08:00:35.741+0000] {logging_mixin.py:190} WARNING - 65.5%
[2024-09-11T08:00:35.754+0000] {logging_mixin.py:190} WARNING - 65.6%
[2024-09-11T08:00:35.765+0000] {logging_mixin.py:190} WARNING - 65.7%
[2024-09-11T08:00:35.774+0000] {logging_mixin.py:190} WARNING - 65.8%
[2024-09-11T08:00:35.785+0000] {logging_mixin.py:190} WARNING - 66.0%
[2024-09-11T08:00:35.796+0000] {logging_mixin.py:190} WARNING - 66.1%
[2024-09-11T08:00:35.807+0000] {logging_mixin.py:190} WARNING - 66.2%
[2024-09-11T08:00:35.820+0000] {logging_mixin.py:190} WARNING - 66.3%
[2024-09-11T08:00:35.831+0000] {logging_mixin.py:190} WARNING - 66.5%
[2024-09-11T08:00:35.840+0000] {logging_mixin.py:190} WARNING - 66.6%
[2024-09-11T08:00:35.852+0000] {logging_mixin.py:190} WARNING - 66.7%
[2024-09-11T08:00:35.862+0000] {logging_mixin.py:190} WARNING - 66.9%
[2024-09-11T08:00:35.874+0000] {logging_mixin.py:190} WARNING - 67.0%
[2024-09-11T08:00:35.888+0000] {logging_mixin.py:190} WARNING - 67.1%
[2024-09-11T08:00:35.900+0000] {logging_mixin.py:190} WARNING - 67.2%
[2024-09-11T08:00:35.912+0000] {logging_mixin.py:190} WARNING - 67.4%
[2024-09-11T08:00:35.921+0000] {logging_mixin.py:190} WARNING - 67.5%
[2024-09-11T08:00:35.933+0000] {logging_mixin.py:190} WARNING - 67.6%
[2024-09-11T08:00:35.946+0000] {logging_mixin.py:190} WARNING - 67.8%
[2024-09-11T08:00:35.955+0000] {logging_mixin.py:190} WARNING - 67.9%
[2024-09-11T08:00:35.967+0000] {logging_mixin.py:190} WARNING - 68.0%
[2024-09-11T08:00:35.981+0000] {logging_mixin.py:190} WARNING - 68.1%
[2024-09-11T08:00:35.988+0000] {logging_mixin.py:190} WARNING - 68.3%
[2024-09-11T08:00:36.001+0000] {logging_mixin.py:190} WARNING - 68.4%
[2024-09-11T08:00:36.011+0000] {logging_mixin.py:190} WARNING - 68.5%
[2024-09-11T08:00:36.021+0000] {logging_mixin.py:190} WARNING - 68.6%
[2024-09-11T08:00:36.033+0000] {logging_mixin.py:190} WARNING - 68.8%
[2024-09-11T08:00:36.044+0000] {logging_mixin.py:190} WARNING - 68.9%
[2024-09-11T08:00:36.056+0000] {logging_mixin.py:190} WARNING - 69.0%
[2024-09-11T08:00:36.065+0000] {logging_mixin.py:190} WARNING - 69.2%
[2024-09-11T08:00:36.077+0000] {logging_mixin.py:190} WARNING - 69.3%
[2024-09-11T08:00:36.090+0000] {logging_mixin.py:190} WARNING - 69.4%
[2024-09-11T08:00:36.100+0000] {logging_mixin.py:190} WARNING - 69.5%
[2024-09-11T08:00:36.110+0000] {logging_mixin.py:190} WARNING - 69.7%
[2024-09-11T08:00:36.120+0000] {logging_mixin.py:190} WARNING - 69.8%
[2024-09-11T08:00:36.132+0000] {logging_mixin.py:190} WARNING - 69.9%
[2024-09-11T08:00:36.144+0000] {logging_mixin.py:190} WARNING - 70.1%
[2024-09-11T08:00:36.155+0000] {logging_mixin.py:190} WARNING - 70.2%
[2024-09-11T08:00:36.165+0000] {logging_mixin.py:190} WARNING - 70.3%
[2024-09-11T08:00:36.176+0000] {logging_mixin.py:190} WARNING - 70.4%
[2024-09-11T08:00:36.187+0000] {logging_mixin.py:190} WARNING - 70.6%
[2024-09-11T08:00:36.200+0000] {logging_mixin.py:190} WARNING - 70.7%
[2024-09-11T08:00:36.209+0000] {logging_mixin.py:190} WARNING - 70.8%
[2024-09-11T08:00:36.221+0000] {logging_mixin.py:190} WARNING - 70.9%
[2024-09-11T08:00:36.233+0000] {logging_mixin.py:190} WARNING - 71.1%
[2024-09-11T08:00:36.243+0000] {logging_mixin.py:190} WARNING - 71.2%
[2024-09-11T08:00:36.253+0000] {logging_mixin.py:190} WARNING - 71.3%
[2024-09-11T08:00:36.265+0000] {logging_mixin.py:190} WARNING - 71.5%
[2024-09-11T08:00:36.276+0000] {logging_mixin.py:190} WARNING - 71.6%
[2024-09-11T08:00:36.288+0000] {logging_mixin.py:190} WARNING - 71.7%
[2024-09-11T08:00:36.296+0000] {logging_mixin.py:190} WARNING - 71.8%
[2024-09-11T08:00:36.309+0000] {logging_mixin.py:190} WARNING - 72.0%
[2024-09-11T08:00:36.321+0000] {logging_mixin.py:190} WARNING - 72.1%
[2024-09-11T08:00:36.333+0000] {logging_mixin.py:190} WARNING - 72.2%
[2024-09-11T08:00:36.347+0000] {logging_mixin.py:190} WARNING - 72.4%
[2024-09-11T08:00:36.357+0000] {logging_mixin.py:190} WARNING - 72.5%
[2024-09-11T08:00:36.368+0000] {logging_mixin.py:190} WARNING - 72.6%
[2024-09-11T08:00:36.380+0000] {logging_mixin.py:190} WARNING - 72.7%
[2024-09-11T08:00:36.392+0000] {logging_mixin.py:190} WARNING - 72.9%
[2024-09-11T08:00:36.400+0000] {logging_mixin.py:190} WARNING - 73.0%
[2024-09-11T08:00:36.411+0000] {logging_mixin.py:190} WARNING - 73.1%
[2024-09-11T08:00:36.438+0000] {logging_mixin.py:190} WARNING - 73.3%
[2024-09-11T08:00:36.440+0000] {logging_mixin.py:190} WARNING - 73.4%
[2024-09-11T08:00:36.447+0000] {logging_mixin.py:190} WARNING - 73.5%
[2024-09-11T08:00:36.456+0000] {logging_mixin.py:190} WARNING - 73.6%
[2024-09-11T08:00:36.466+0000] {logging_mixin.py:190} WARNING - 73.8%
[2024-09-11T08:00:36.482+0000] {logging_mixin.py:190} WARNING - 73.9%
[2024-09-11T08:00:36.491+0000] {logging_mixin.py:190} WARNING - 74.0%
[2024-09-11T08:00:36.501+0000] {logging_mixin.py:190} WARNING - 74.1%
[2024-09-11T08:00:36.511+0000] {logging_mixin.py:190} WARNING - 74.3%
[2024-09-11T08:00:36.521+0000] {logging_mixin.py:190} WARNING - 74.4%
[2024-09-11T08:00:36.533+0000] {logging_mixin.py:190} WARNING - 74.5%
[2024-09-11T08:00:36.547+0000] {logging_mixin.py:190} WARNING - 74.7%
[2024-09-11T08:00:36.555+0000] {logging_mixin.py:190} WARNING - 74.8%
[2024-09-11T08:00:36.567+0000] {logging_mixin.py:190} WARNING - 74.9%
[2024-09-11T08:00:36.577+0000] {logging_mixin.py:190} WARNING - 75.0%
[2024-09-11T08:00:36.589+0000] {logging_mixin.py:190} WARNING - 75.2%
[2024-09-11T08:00:36.601+0000] {logging_mixin.py:190} WARNING - 75.3%
[2024-09-11T08:00:36.611+0000] {logging_mixin.py:190} WARNING - 75.4%
[2024-09-11T08:00:36.624+0000] {logging_mixin.py:190} WARNING - 75.6%
[2024-09-11T08:00:36.634+0000] {logging_mixin.py:190} WARNING - 75.7%
[2024-09-11T08:00:36.644+0000] {logging_mixin.py:190} WARNING - 75.8%
[2024-09-11T08:00:36.656+0000] {logging_mixin.py:190} WARNING - 75.9%
[2024-09-11T08:00:36.666+0000] {logging_mixin.py:190} WARNING - 76.1%
[2024-09-11T08:00:36.676+0000] {logging_mixin.py:190} WARNING - 76.2%
[2024-09-11T08:00:36.688+0000] {logging_mixin.py:190} WARNING - 76.3%
[2024-09-11T08:00:36.701+0000] {logging_mixin.py:190} WARNING - 76.4%
[2024-09-11T08:00:36.711+0000] {logging_mixin.py:190} WARNING - 76.6%
[2024-09-11T08:00:36.721+0000] {logging_mixin.py:190} WARNING - 76.7%
[2024-09-11T08:00:36.735+0000] {logging_mixin.py:190} WARNING - 76.8%
[2024-09-11T08:00:36.746+0000] {logging_mixin.py:190} WARNING - 77.0%
[2024-09-11T08:00:36.759+0000] {logging_mixin.py:190} WARNING - 77.1%
[2024-09-11T08:00:36.768+0000] {logging_mixin.py:190} WARNING - 77.2%
[2024-09-11T08:00:36.779+0000] {logging_mixin.py:190} WARNING - 77.3%
[2024-09-11T08:00:36.791+0000] {logging_mixin.py:190} WARNING - 77.5%
[2024-09-11T08:00:36.803+0000] {logging_mixin.py:190} WARNING - 77.6%
[2024-09-11T08:00:36.812+0000] {logging_mixin.py:190} WARNING - 77.7%
[2024-09-11T08:00:36.823+0000] {logging_mixin.py:190} WARNING - 77.9%
[2024-09-11T08:00:36.837+0000] {logging_mixin.py:190} WARNING - 78.0%
[2024-09-11T08:00:36.847+0000] {logging_mixin.py:190} WARNING - 78.1%
[2024-09-11T08:00:36.859+0000] {logging_mixin.py:190} WARNING - 78.2%
[2024-09-11T08:00:36.868+0000] {logging_mixin.py:190} WARNING - 78.4%
[2024-09-11T08:00:36.881+0000] {logging_mixin.py:190} WARNING - 78.5%
[2024-09-11T08:00:36.891+0000] {logging_mixin.py:190} WARNING - 78.6%
